Confirmed derivation	NEW SUFFIX	Zero	V synset	V literal	N synset	N literal	Existing MS relation	MS - in standoff files / NEW_LIT_PAIR_REL - new pair of literals in already connected synsets / NEW_PAIR_REL - new pair of literals in unconnected synsets
Y		TRUE	eng-30-02592397-v	compere	eng-30-09946814-n	compere		NEW_PAIR_REL
Y	ition	FALSE	eng-30-01072262-v	compete	eng-30-10533013-n	competition	agent	NEW_LIT_PAIR_KNOWN_REL
YES	ition	FALSE	eng-30-01072262-v	compete	eng-30-01168569-n	competition	event	MS
Y	ant	FALSE	eng-30-00844298-v	complain	eng-30-10437852-n	complainant		NEW_PAIR_REL
Y		TRUE	eng-30-00844298-v	complain	eng-30-06561942-n	complaint		NEW_PAIR_REL
Y		TRUE	eng-30-00907147-v	complain	eng-30-07208708-n	complaint		NEW_PAIR_REL
Y		TRUE	eng-30-00844298-v	complain	eng-30-06562217-n	complaint		NEW_PAIR_REL
Y	ance	FALSE	eng-30-02542280-v	comply	eng-30-04641153-n	compliance		NEW_PAIR_REL
Y	ancy (im OED als Suffix)	FALSE	eng-30-02542280-v	comply	eng-30-04641153-n	compliancy		NEW_PAIR_REL
Y	ent	FALSE	eng-30-02621244-v	compose	eng-30-05868954-n	component		NEW_PAIR_REL
Y	ure	FALSE	eng-30-01765178-v	compose	eng-30-04903813-n	composure		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01461328-v	compound	eng-30-00378985-n	compounding		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01657828-v	compound	eng-30-00378985-n	compounding		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00193486-v	compound	eng-30-00378985-n	compounding		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01389329-v	compress	eng-30-00356790-n	compressing		NEW_PAIR_REL
Y	ion	FALSE	eng-30-01389329-v	compress	eng-30-00356790-n	compression		NEW_PAIR_REL
y	ing	FALSE	eng-30-02144835-v	conceal	eng-30-01048912-n	concealing		NEW_PAIR_REL
YES	ment	FALSE	eng-30-02146790-v	conceal	eng-30-01048912-n	concealment	event	MS
YES	ment	FALSE	eng-30-02144835-v	conceal	eng-30-14416089-n	concealment	state	MS
Y	ment	FALSE	eng-30-02144835-v	conceal	eng-30-01048912-n	concealment		NEW_PAIR_REL
Y		TRUE	eng-30-01633343-v	conceive	eng-30-05835747-n	concept		NEW_PAIR_REL
Y	tion	FALSE	eng-30-01633343-v	conceive	eng-30-05835747-n	conception		NEW_PAIR_REL
Y	ise	FALSE	eng-30-01716407-v	concertise	eng-30-06892775-n	concert		NEW_PAIR_REL
Y	ion	FALSE	eng-30-02610628-v	conclude	eng-30-06398401-n	conclusion		NEW_PAIR_REL
YES	ance	FALSE	eng-30-00805376-v	concord	eng-30-07180183-n	concordance	event	MS
Y	ance	FALSE	eng-30-01648488-v	concord	eng-30-07180183-n	concordance	event	NEW_LIT_PAIR_KNOWN_REL
YES	ance	FALSE	eng-30-01465506-v	concord	eng-30-06492040-n	concordance	result	MS
Y	ance	FALSE	eng-30-02700104-v	concord	eng-30-13969243-n	concordance	state	NEW_LIT_PAIR_KNOWN_REL
YES	ation	FALSE	eng-30-00906735-v	condemn	eng-30-06709692-n	condemnation	event	MS
YES	ation	FALSE	eng-30-00856578-v	condemn	eng-30-01223257-n	condemnation	event	MS
YES	ation	FALSE	eng-30-02149302-v	condemn	eng-30-06709692-n	condemnation	event	MS
YES	ation	FALSE	eng-30-00864159-v	condemn	eng-30-06709692-n	condemnation	event	MS
Y	ation	FALSE	eng-30-00906735-v	condemn	eng-30-01189282-n	condemnation	event	NEW_LIT_PAIR_KNOWN_REL
YES	ation	FALSE	eng-30-00856578-v	condemn	eng-30-14574846-n	condemnation	state	MS
YES	ation	FALSE	eng-30-00864159-v	condemn	eng-30-14574846-n	condemnation	state	MS
YES	ation	FALSE	eng-30-00906735-v	condemn	eng-30-14574846-n	condemnation	state	MS
YES	ation	FALSE	eng-30-02149302-v	condemn	eng-30-14574846-n	condemnation	state	MS
Y	ate	FALSE	eng-30-00364868-v	condense	eng-30-11446242-n	condensate		NEW_PAIR_REL
YES	ation	FALSE	eng-30-00364868-v	condense	eng-30-13451348-n	condensation	event	MS
YES	ation	FALSE	eng-30-00366275-v	condense	eng-30-13451348-n	condensation	event	MS
YES	ation	FALSE	eng-30-00366547-v	condense	eng-30-07313241-n	condensation	event	MS
YES	ation	FALSE	eng-30-00365188-v	condense	eng-30-07313241-n	condensation	event	MS
YES	ation	FALSE	eng-30-00365446-v	condense	eng-30-00357680-n	condensation	event	MS
YES	ation	FALSE	eng-30-00365647-v	condense	eng-30-07313241-n	condensation	event	MS
YES	ation	FALSE	eng-30-00366547-v	condense	eng-30-00357680-n	condensation	event	MS
YES	ation	FALSE	eng-30-00244625-v	condense	eng-30-06468123-n	condensation	result	MS
YES	ation	FALSE	eng-30-00366275-v	condense	eng-30-11446242-n	condensation	result	MS
Y	ation	FALSE	eng-30-00364868-v	condense	eng-30-11446242-n	condensation		NEW_PAIR_REL
Y	ation	FALSE	eng-30-00366275-v	condense	eng-30-00357680-n	condensation		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00366275-v	condense	eng-30-00357680-n	condensing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02571768-v	condition	eng-30-05752921-n	conditioning		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01733213-v	conduct	eng-30-01133760-n	conducting		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01732921-v	conduct	eng-30-01133760-n	conducting		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02445509-v	conduct	eng-30-01136265-n	conducting		NEW_PAIR_REL
YES	or	FALSE	eng-30-01733213-v	conduct	eng-30-09952539-n	conductor	agent	MS
Y	or	FALSE	eng-30-01732921-v	conduct	eng-30-09952539-n	conductor	agent	NEW_LIT_PAIR_KNOWN_REL
YES	or	FALSE	eng-30-02079933-v	conduct	eng-30-03088707-n	conductor	instrument	MS
YES	or	FALSE	eng-30-02079933-v	conduct	eng-30-14821043-n	conductor	material	MS
YES	ion	FALSE	eng-30-02434541-v	confederate	eng-30-01081456-n	confederation	event	MS
YES	ion	FALSE	eng-30-02470685-v	confederate	eng-30-08303275-n	confederation	event	MS
YES	ion	FALSE	eng-30-02470685-v	confederate	eng-30-01081456-n	confederation	event	MS
YES	ion	FALSE	eng-30-02434541-v	confederate	eng-30-14418822-n	confederation	state	MS
YES	ion	FALSE	eng-30-02470685-v	confederate	eng-30-14418822-n	confederation	state	MS
Y	ion	FALSE	eng-30-02434541-v	confederate	eng-30-08303275-n	confederation		NEW_PAIR_REL
Y	ant	FALSE	eng-30-00936465-v	confide	eng-30-09954639-n	confidant		NEW_PAIR_REL
Y	ence	FALSE	eng-30-02349212-v	confide	eng-30-13929852-n	confidence	event	NEW_LIT_PAIR_KNOWN_REL
YES	ence	FALSE	eng-30-00936465-v	confide	eng-30-06673435-n	confidence	undergoer	MS
YES	ment	FALSE	eng-30-02495038-v	confine	eng-30-01146576-n	confinement	event	MS
Y	ment	FALSE	eng-30-00233335-v	confine	eng-30-01148614-n	confinement	event	NEW_LIT_PAIR_KNOWN_REL
YES	ment	FALSE	eng-30-02711114-v	confine	eng-30-13998576-n	confinement	state	MS
Y	ist	FALSE	eng-30-00150287-v	conform	eng-30-09957614-n	conformist		NEW_PAIR_REL
Y	ity	FALSE	eng-30-02662979-v	conform	eng-30-01203676-n	conformity	event	NEW_LIT_PAIR_KNOWN_REL
Y	ity	FALSE	eng-30-02662979-v	conform	eng-30-04713692-n	conformity	state	NEW_LIT_PAIR_KNOWN_REL
YES	ion	FALSE	eng-30-01657254-v	confuse	eng-30-00379754-n	confusion	event	MS
YES	ion	FALSE	eng-30-00619610-v	confuse	eng-30-00072473-n	confusion	result	MS
YES	ion	FALSE	eng-30-00621734-v	confuse	eng-30-05683582-n	confusion	state	MS
YES	ion	FALSE	eng-30-01790739-v	confuse	eng-30-07507912-n	confusion	state	MS
Y	ion	FALSE	eng-30-00621734-v	confuse	eng-30-07507912-n	confusion	state	NEW_LIT_PAIR_KNOWN_REL
Y	ion	FALSE	eng-30-00144694-v	conglobate	eng-30-07375214-n	conglobation	event	NEW_LIT_PAIR_KNOWN_REL
YES	ion	FALSE	eng-30-00144694-v	conglobate	eng-30-13865786-n	conglobation	result	MS
YES	ation	FALSE	eng-30-00144694-v	conglobe	eng-30-07375214-n	conglobation	event	MS
Y	ation	FALSE	eng-30-00144694-v	conglobe	eng-30-13865786-n	conglobation	result	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-00633443-v	conjecture	eng-30-06782680-n	conjecture		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01629958-v	conjure	eng-30-05978159-n	conjuring	by-means-of event	NEW_LIT_PAIR_KNOWN_REL
Y	y	FALSE	eng-30-01629958-v	conjure	eng-30-05978159-n	conjury	by-means-of event	NEW_LIT_PAIR_KNOWN_REL
y		TRUE	eng-30-01401371-v	conk	eng-30-05598868-n	conk		NEW_PAIR_REL
Y	er	FALSE	eng-30-01421122-v	connect	eng-30-03091374-n	connecter	by-means-of instrument	NEW_LIT_PAIR_KNOWN_REL
YES	er	FALSE	eng-30-01354673-v	connect	eng-30-03091374-n	connecter	instrument	MS
YES	ion	FALSE	eng-30-02389592-v	connect	eng-30-09956147-n	connection	agent	MS
YES	ion	FALSE	eng-30-01421122-v	connect	eng-30-03091374-n	connection	by-means-of	MS
YES	ion	FALSE	eng-30-01069190-v	connect	eng-30-00145218-n	connection	event	MS
YES	ion	FALSE	eng-30-01069391-v	connect	eng-30-00145218-n	connection	event	MS
YES	ion	FALSE	eng-30-00713167-v	connect	eng-30-05763916-n	connection	event	MS
YES	ion	FALSE	eng-30-02389346-v	connect	eng-30-00145218-n	connection	event	MS
YES	ion	FALSE	eng-30-02747403-v	connect	eng-30-00316989-n	connection	event	MS
Y	ion	FALSE	eng-30-01354673-v	connect	eng-30-03091374-n	connection	instrument	NEW_LIT_PAIR_KNOWN_REL
Y	ion	FALSE	eng-30-02622234-v	connect	eng-30-14419164-n	connection	state	NEW_LIT_PAIR_KNOWN_REL
y	ion	FALSE	eng-30-00713167-v	connect	eng-30-14419164-n	connection	state	NEW_LIT_PAIR_KNOWN_REL
Y	ion	FALSE	eng-30-02622234-v	connect	eng-30-00145218-n	connection		NEW_PAIR_REL
Y	ive	FALSE	eng-30-01421122-v	connect	eng-30-03091374-n	connective	by-means-of instrument	NEW_LIT_PAIR_KNOWN_REL
Y	ive	FALSE	eng-30-01354673-v	connect	eng-30-03091374-n	connective	instrument	NEW_LIT_PAIR_KNOWN_REL
YES	ion	FALSE	eng-30-01421122-v	connect	eng-30-03091374-n	connexion	by-means-of	MS
YES	ion	FALSE	eng-30-01069391-v	connect	eng-30-00145218-n	connexion	event	MS
YES	ion	FALSE	eng-30-00713167-v	connect	eng-30-05763916-n	connexion	event	MS
YES	ion	FALSE	eng-30-02389346-v	connect	eng-30-00145218-n	connexion	event	MS
YES	ion	FALSE	eng-30-02747403-v	connect	eng-30-00316989-n	connexion	event	MS
Y	ion	FALSE	eng-30-01354673-v	connect	eng-30-03091374-n	connexion	instrument	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01114303-v	conquer	eng-30-00089027-n	conquering		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02272549-v	conquer	eng-30-00089027-n	conquering		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00462092-v	conquer	eng-30-00089027-n	conquering		NEW_PAIR_REL
Y		TRUE	eng-30-02272549-v	conquer	eng-30-00089027-n	conquest		NEW_PAIR_REL
Y		TRUE	eng-30-01114303-v	conquer	eng-30-00089027-n	conquest		NEW_PAIR_REL
Y	er	FALSE	eng-30-02348324-v	consign	eng-30-09958569-n	consigner		NEW_PAIR_REL
Y	or 	FALSE	eng-30-02348324-v	consign	eng-30-09958569-n	consignor		NEW_PAIR_REL
Y		TRUE	eng-30-01927747-v	consort	eng-30-09958724-n	consort		NEW_PAIR_REL
Y		TRUE	eng-30-02589245-v	consort	eng-30-09958724-n	consort		NEW_PAIR_REL
Y	acy	FALSE	eng-30-00706975-v	conspire	eng-30-05908882-n	conspiracy	event result	NEW_LIT_PAIR_KNOWN_REL
Y	ent	FALSE	eng-30-02621395-v	constitute	eng-30-03081021-n	constituent		NEW_PAIR_REL
Y	ion	FALSE	eng-30-02620587-v	constitute	eng-30-04933544-n	constitution		NEW_PAIR_REL
Y	ion	FALSE	eng-30-00243379-v	consubstantiate	eng-30-06188292-n	consubstantiation		NEW_PAIR_REL
Y	ion	FALSE	eng-30-00243572-v	consubstantiate	eng-30-06188292-n	consubstantiation		NEW_PAIR_REL
Y	ant	FALSE	eng-30-00876442-v	consult	eng-30-09774266-n	consultant		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00087736-v	contract	eng-30-00077981-n	contracting		NEW_PAIR_REL
Y	ure	FALSE	eng-30-01387786-v	contract	eng-30-00369399-n	contracture		NEW_PAIR_REL
YES		TRUE	eng-30-02441022-v	control	eng-30-05196375-n	control	by-means-of	MS
YES		TRUE	eng-30-01224744-v	control	eng-30-03096960-n	control	by-means-of	MS
YES		TRUE	eng-30-00663160-v	control	eng-30-05798569-n	control	by-means-of	MS
YES		TRUE	eng-30-00597385-v	control	eng-30-05641959-n	control	event	MS
YES		TRUE	eng-30-02510337-v	control	eng-30-05641959-n	control	event	MS
YES		TRUE	eng-30-01224744-v	control	eng-30-00830448-n	control	event	MS
YES		TRUE	eng-30-01803936-v	control	eng-30-00803617-n	control	event	MS
Y		TRUE	eng-30-02520997-v	control	eng-30-05798569-n	control		NEW_PAIR_REL
YES	er	FALSE	eng-30-00663160-v	control	eng-30-09761403-n	controller	agent	MS
YES	er	FALSE	eng-30-01803936-v	control	eng-30-10525134-n	controller	agent	MS
YES	er	FALSE	eng-30-02441022-v	control	eng-30-10525134-n	controller	agent	MS
Y	er	FALSE	eng-30-01224744-v	control	eng-30-03096960-n	controller	by-means-of	NEW_LIT_PAIR_KNOWN_REL
Y	ent	FALSE	eng-30-00092690-v	convalesce	eng-30-09961605-n	convalescent		NEW_PAIR_REL
Y	ence	FALSE	eng-30-02710402-v	converge	eng-30-00146572-n	convergence		NEW_PAIR_REL
Y	ence	FALSE	eng-30-00368847-v	converge	eng-30-00146572-n	convergence		NEW_PAIR_REL
Y	ency	FALSE	eng-30-02710402-v	converge	eng-30-00146572-n	convergency		NEW_PAIR_REL
Y	ency	FALSE	eng-30-00368847-v	converge	eng-30-00146572-n	convergency		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00368847-v	converge	eng-30-00146572-n	converging		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02710402-v	converge	eng-30-00146572-n	converging		NEW_PAIR_REL
YES	er	FALSE	eng-30-02077656-v	convey	eng-30-09962789-n	conveyer	agent	MS
Y	er	FALSE	eng-30-00928630-v	convey	eng-30-09962789-n	conveyer	agent	NEW_LIT_PAIR_KNOWN_REL
YES	er	FALSE	eng-30-02077656-v	convey	eng-30-03100897-n	conveyer	instrument	MS
YES	or	FALSE	eng-30-00928630-v	convey	eng-30-09962789-n	conveyor	agent	MS
Y	or	FALSE	eng-30-02077656-v	convey	eng-30-09962789-n	conveyor	agent	NEW_LIT_PAIR_KNOWN_REL
Y	or	FALSE	eng-30-02077656-v	convey	eng-30-03100897-n	conveyor	instrument	NEW_LIT_PAIR_KNOWN_REL
Y	ery	FALSE	eng-30-01665638-v	cook	eng-30-00243918-n	cookery		NEW_PAIR_REL
Y	ery	FALSE	eng-30-00322847-v	cook	eng-30-00243918-n	cookery		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01665638-v	cook	eng-30-00243918-n	cooking		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00322847-v	cook	eng-30-00243918-n	cooking		NEW_PAIR_REL
Y	ant	FALSE	eng-30-00369864-v	cool	eng-30-14822141-n	coolant		NEW_PAIR_REL
y	ant	FALSE	eng-30-00370412-v	cool	eng-30-14822141-n	coolant		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00369864-v	cool	eng-30-13453160-n	cooling		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00370412-v	cool	eng-30-13453160-n	cooling		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00370412-v	cool	eng-30-03102859-n	cooling		NEW_PAIR_REL
Y		TRUE	eng-30-01215137-v	cop	eng-30-09879144-n	cop		NEW_PAIR_REL
Y	er	FALSE	eng-30-01215137-v	cop	eng-30-09879144-n	copper		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01742886-v	copy	eng-30-01019524-n	copying		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01693881-v	copy	eng-30-01019524-n	copying		NEW_PAIR_REL
y	ing	FALSE	eng-30-01747374-v	copy	eng-30-01019524-n	copying		NEW_PAIR_REL
Y	ist	FALSE	eng-30-01747374-v	copy	eng-30-09964805-n	copyist		NEW_PAIR_REL
Y	ist	FALSE	eng-30-01693881-v	copy	eng-30-09964805-n	copyist		NEW_PAIR_REL
y	ent	FALSE	eng-30-01006810-v	correspond	eng-30-09966554-n	correspondent		NEW_PAIR_REL
Y	ion	FALSE	eng-30-02579447-v	corrupt	eng-30-04850996-n	corruption		NEW_PAIR_REL
Y		TRUE	eng-30-00051761-v	costume	eng-30-03113835-n	costume		NEW_PAIR_REL
Y		TRUE	eng-30-00947857-v	count	eng-30-00634586-n	count		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00947857-v	count	eng-30-00634586-n	counting		NEW_PAIR_REL
YES		TRUE	eng-30-02490430-v	couple	eng-30-07985628-n	couple	result	MS
Y		TRUE	eng-30-01292885-v	couple	eng-30-07988857-n	couple	undergoer	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-01428853-v	couple	eng-30-07988857-n	couple		NEW_PAIR_REL
Y		TRUE	eng-30-01292885-v	couple	eng-30-13743605-n	couple		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01428853-v	couple	eng-30-00847340-n	coupling		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01292885-v	couple	eng-30-04613158-n	coupling		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01144873-v	course	eng-30-00453126-n	coursing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02534492-v	court	eng-30-07188685-n	courting		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02534761-v	court	eng-30-07188685-n	courting		NEW_PAIR_REL
Y	ship	FALSE	eng-30-02534492-v	court	eng-30-07188685-n	courtship		NEW_PAIR_REL
YES		TRUE	eng-30-02310674-v	cover	eng-30-13318411-n	cover	by-means-of	MS
YES		TRUE	eng-30-02147109-v	cover	eng-30-01049685-n	cover	event	MS
YES		TRUE	eng-30-01207951-v	cover	eng-30-02840619-n	cover	uses	MS
YES		TRUE	eng-30-01332730-v	cover	eng-30-04151940-n	cover	uses	MS
YES		TRUE	eng-30-01207951-v	cover	eng-30-04151940-n	cover	uses	MS
YES		TRUE	eng-30-01336635-v	cover	eng-30-04453910-n	cover	uses	MS
YES		TRUE	eng-30-02147109-v	cover	eng-30-04151940-n	cover	uses	MS
YES		TRUE	eng-30-01332730-v	cover	eng-30-02840619-n	cover	uses	MS
Y		TRUE	eng-30-01207951-v	cover	eng-30-09257949-n	cover		NEW_PAIR_REL
Y		TRUE	eng-30-01129201-v	cover	eng-30-00988893-n	cover		NEW_PAIR_REL
Y		TRUE	eng-30-02148369-v	cover	eng-30-01049685-n	cover		NEW_PAIR_REL
Y	age	FALSE	eng-30-01033527-v	cover	eng-30-05123760-n	coverage		NEW_PAIR_REL
Y	age	FALSE	eng-30-00967098-v	cover	eng-30-06683784-n	coverage		NEW_PAIR_REL
Y	age	FALSE	eng-30-00891216-v	cover	eng-30-13344664-n	coverage		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00048633-v	cover	eng-30-00828082-n	covering		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02148369-v	cover	eng-30-01049685-n	covering		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02147109-v	cover	eng-30-00828082-n	covering		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01332730-v	cover	eng-30-03122748-n	covering		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01207951-v	cover	eng-30-09257949-n	covering		NEW_PAIR_REL
Y	age	FALSE	eng-30-02288656-v	cozen	eng-30-00754280-n	cozenage		NEW_PAIR_REL
y	age	FALSE	eng-30-02574874-v	cozen	eng-30-00754280-n	cozenage		NEW_PAIR_REL
YES		TRUE	eng-30-00910973-v	crab	eng-30-09974054-n	crab	agent	MS
YES		TRUE	eng-30-01140065-v	crab	eng-30-01976957-n	crab	undergoer	MS
Y		TRUE	eng-30-01140065-v	crab	eng-30-07787715-n	crab		NEW_PAIR_REL
YES		TRUE	eng-30-00953923-v	crack	eng-30-06767777-n	crack	event	MS
YES		TRUE	eng-30-00337234-v	crack	eng-30-09258715-n	crack	location	MS
Y		TRUE	eng-30-01401955-v	crack	eng-30-00376994-n	crack		NEW_PAIR_REL
Y		TRUE	eng-30-02183024-v	crack	eng-30-07381423-n	crack		NEW_PAIR_REL
Y	er	FALSE	eng-30-02571067-v	crack	eng-30-09974278-n	cracker		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01401955-v	crack	eng-30-00376994-n	cracking		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00238372-v	crack	eng-30-13453861-n	cracking		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00238542-v	crack	eng-30-13453861-n	cracking		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02183024-v	crack	eng-30-07381423-n	cracking		NEW_PAIR_REL
y		TRUE	eng-30-01222177-v	cradle	eng-30-03125729-n	cradle		NEW_PAIR_REL
Y		TRUE	eng-30-01876735-v	cradle	eng-30-03125729-n	cradle		NEW_PAIR_REL
Y		TRUE	eng-30-01658762-v	craft	eng-30-05638063-n	craft		NEW_PAIR_REL
Y		TRUE	eng-30-00028167-v	crane	eng-30-02012849-n	crane		NEW_PAIR_REL
Y		TRUE	eng-30-01280958-v	crank	eng-30-03127024-n	crank		NEW_PAIR_REL
Y		TRUE	eng-30-01486678-v	crate	eng-30-03127925-n	crate		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01188485-v	crave	eng-30-07485475-n	craving		NEW_PAIR_REL
Y	ure	FALSE	eng-30-01617192-v	create	eng-30-00015388-n	creature		NEW_PAIR_REL
Y	ure	FALSE	eng-30-01617192-v	create	eng-30-09976429-n	creature		NEW_PAIR_REL
y		TRUE	eng-30-00727791-v	credit	eng-30-06763681-n	credit		NEW_PAIR_REL
Y		TRUE	eng-30-02264752-v	credit	eng-30-13405646-n	credit		NEW_PAIR_REL
Y		TRUE	eng-30-01911888-v	creep	eng-30-09976917-n	creep		NEW_PAIR_REL
Y		TRUE	eng-30-02335629-v	crenel	eng-30-03130340-n	crenel		NEW_PAIR_REL
Y	ation	FALSE	eng-30-02335629-v	crenel	eng-30-00911572-n	crenelation	event	NEW_LIT_PAIR_KNOWN_REL
Y	ation	FALSE	eng-30-02335629-v	crenel	eng-30-02811936-n	crenelation	uses	NEW_LIT_PAIR_KNOWN_REL
y	ation	FALSE	eng-30-02335629-v	crenel	eng-30-00911572-n	crenellation	event	NEW_LIT_PAIR_KNOWN_REL
Y	ation	FALSE	eng-30-02335629-v	crenel	eng-30-02811936-n	crenellation	uses	NEW_LIT_PAIR_KNOWN_REL
Y?		TRUE	eng-30-02335629-v	crenel	eng-30-03130340-n	crenelle		NEW_PAIR_REL
Y	ate	FALSE	eng-30-02335629-v	crenelate	eng-30-03130340-n	crenel		NEW_PAIR_REL
Y	ate	FALSE	eng-30-02335629-v	crenelate	eng-30-03130340-n	crenelle		NEW_PAIR_REL
Y?	ate	FALSE	eng-30-02335629-v	crenellate	eng-30-03130340-n	crenel		NEW_PAIR_REL
YES	ion	FALSE	eng-30-02335629-v	crenellate	eng-30-00911572-n	crenellation	event	MS
Y	ion	FALSE	eng-30-02335629-v	crenellate	eng-30-02811936-n	crenellation	uses	NEW_LIT_PAIR_KNOWN_REL
Y	ate	FALSE	eng-30-02335629-v	crenellate	eng-30-03130340-n	crenelle		NEW_PAIR_REL
Y	ize	FALSE	eng-30-00116365-v	creolize	eng-30-06905358-n	creole		NEW_PAIR_REL
Y	ize	FALSE	eng-30-02515080-v	criminalize	eng-30-09977660-n	criminal		NEW_PAIR_REL
Y	ate	FALSE	eng-30-00842989-v	criminate	eng-30-00766234-n	crime		NEW_PAIR_REL
Y		TRUE	eng-30-00322151-v	crisp	eng-30-07712559-n	crisp		NEW_PAIR_REL
Y	en 	FALSE	eng-30-00322151-v	crispen	eng-30-07712559-n	crisp		NEW_PAIR_REL
Y	ise	FALSE	eng-30-00826509-v	criticise	eng-30-09979321-n	critic		NEW_PAIR_REL
Y	ise	FALSE	eng-30-00826509-v	criticise	eng-30-09979072-n	critic		NEW_PAIR_REL
Y	ise	FALSE	eng-30-00826509-v	criticise	eng-30-09979589-n	critic		NEW_PAIR_REL
Y	ise	FALSE	eng-30-01096097-v	criticise	eng-30-09979072-n	critic		NEW_PAIR_REL
Y	ise	FALSE	eng-30-01096097-v	criticise	eng-30-09979589-n	critic		NEW_PAIR_REL
y	ise	FALSE	eng-30-01096097-v	criticise	eng-30-09979321-n	critic		NEW_PAIR_REL
Y		TRUE	eng-30-01672490-v	crochet	eng-30-03132879-n	crochet		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01672753-v	crochet	eng-30-00909565-n	crocheting		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01672490-v	crochet	eng-30-03132879-n	crocheting		NEW_PAIR_REL
Y		TRUE	eng-30-01535002-v	crock	eng-30-03133415-n	crock		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01049470-v	croon	eng-30-00546972-n	crooning		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01049470-v	croon	eng-30-00547101-n	crooning		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01912159-v	cross	eng-30-03137228-n	crossing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02023396-v	cross	eng-30-08547938-n	crossing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01912159-v	cross	eng-30-00313245-n	crossing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02023396-v	cross	eng-30-03581125-n	crossing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01912159-v	cross	eng-30-00297532-n	crossing		NEW_PAIR_REL
Y		TRUE	eng-30-00857517-v	crow	eng-30-07229747-n	crow		NEW_PAIR_REL
y	ing	FALSE	eng-30-00857517-v	crow	eng-30-07229747-n	crowing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02028722-v	crowd	eng-30-13933841-n	crowding		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02027612-v	crowd	eng-30-13933841-n	crowding		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02649305-v	crowd	eng-30-13933841-n	crowding		NEW_PAIR_REL
Y		TRUE	eng-30-02390949-v	crown	eng-30-03138669-n	crown		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00066191-v	cry	eng-30-00868196-n	crying		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00066685-v	cry	eng-30-00868196-n	crying		NEW_PAIR_REL
Y		TRUE	eng-30-02576503-v	cuckold	eng-30-09982152-n	cuckold		NEW_PAIR_REL
Y		TRUE	eng-30-00957945-v	cuckoo	eng-30-01823013-n	cuckoo		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01425511-v	cuddle	eng-30-00854000-n	cuddling		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01424948-v	cuddle	eng-30-00854000-n	cuddling		NEW_PAIR_REL
