Manually confirmed derivation: Y/YES, X - not confirmed, B/XB - multistep derivation	Zero	V synset	V literal	N synset	N literal	Status: MS - in standoff files / NEW_LIT_PAIR_REL - new pair of literals in already connected synsets / NEW_PAIR_REL - new pair of literals in unconnected synsets
Y	TRUE	eng-30-01678957-v	fillet	eng-30-04383696-n	fillet	NEW_PAIR_REL
YES	TRUE	eng-30-01711965-v	film	eng-30-06262567-n	film	MS
YES	TRUE	eng-30-01002740-v	film	eng-30-06262567-n	film	MS
YES	TRUE	eng-30-01711965-v	film	eng-30-03338821-n	film	MS
YES	TRUE	eng-30-01711965-v	film	eng-30-06613686-n	film	MS
YES	TRUE	eng-30-01002740-v	film	eng-30-06613686-n	film	MS
Y	TRUE	eng-30-01002740-v	film	eng-30-03338821-n	film	NEW_PAIR_REL
Y	FALSE	eng-30-01711965-v	film	eng-30-00907919-n	filming	NEW_PAIR_REL
Y	FALSE	eng-30-01002740-v	film	eng-30-00907919-n	filming	NEW_PAIR_REL
YES	TRUE	eng-30-01961691-v	fin	eng-30-02466132-n	fin	MS
YES	TRUE	eng-30-01961691-v	fin	eng-30-03364156-n	fin	MS
YES	TRUE	eng-30-02225911-v	fin	eng-30-04384406-n	fin	MS
Y	TRUE	eng-30-01961510-v	fin	eng-30-02466132-n	fin	NEW_PAIR_REL
Y	TRUE	eng-30-02217266-v	finance	eng-30-06150633-n	finance	NEW_PAIR_REL
Y	FALSE	eng-30-02217266-v	finance	eng-30-01099109-n	financing	NEW_PAIR_REL
YES	TRUE	eng-30-00721437-v	find	eng-30-00043195-n	find	MS
YES	TRUE	eng-30-01637982-v	find	eng-30-00043195-n	find	MS
YES	TRUE	eng-30-02248465-v	find	eng-30-00043195-n	find	MS
YES	TRUE	eng-30-02154508-v	find	eng-30-00043195-n	find	MS
YES	TRUE	eng-30-02285629-v	find	eng-30-00043195-n	find	MS
YES	TRUE	eng-30-00918872-v	find	eng-30-05808218-n	find	MS
YES	TRUE	eng-30-01637982-v	find	eng-30-05808218-n	find	MS
Y	TRUE	eng-30-00721437-v	find	eng-30-05808218-n	find	NEW_PAIR_REL
Y	TRUE	eng-30-02154508-v	find	eng-30-05808218-n	find	NEW_PAIR_REL
Y	FALSE	eng-30-02154508-v	find	eng-30-09279458-n	finding	NEW_PAIR_REL
Y	FALSE	eng-30-01637982-v	find	eng-30-09279458-n	finding	NEW_PAIR_REL
Y	FALSE	eng-30-00971999-v	find	eng-30-01191975-n	finding	NEW_PAIR_REL
Y	FALSE	eng-30-02154508-v	find	eng-30-00151497-n	finding	NEW_PAIR_REL
Y	FALSE	eng-30-00918872-v	find	eng-30-09279458-n	finding	NEW_PAIR_REL
Y	FALSE	eng-30-01209678-v	finger	eng-30-00140900-n	fingering	NEW_PAIR_REL
Y	FALSE	eng-30-00924431-v	finger	eng-30-01053207-n	fingering	NEW_PAIR_REL
Y	FALSE	eng-30-01209953-v	finger	eng-30-00140900-n	fingering	NEW_PAIR_REL
Y	FALSE	eng-30-01681048-v	finger-paint	eng-30-03342127-n	finger-painting	NEW_PAIR_REL
Y	FALSE	eng-30-01681048-v	finger-paint	eng-30-00718066-n	finger-painting	NEW_PAIR_REL
Y	FALSE	eng-30-01748748-v	fingerprint	eng-30-00152338-n	fingerprinting	NEW_PAIR_REL
Y	FALSE	eng-30-00741702-v	fingerspell	eng-30-06875883-n	fingerspelling	NEW_PAIR_REL
Y	FALSE	eng-30-02609764-v	finish	eng-30-00210518-n	finishing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00484166-v	finish	eng-30-00210518-n	finishing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01265989-v	finish	eng-30-04700642-n	finishing	NEW_LIT_PAIR_KNOWN_REL
Y	TRUE	eng-30-00819508-v	fink	eng-30-10091012-n	fink	NEW_PAIR_REL
Y	TRUE	eng-30-00378664-v	fire	eng-30-03343560-n	fire	NEW_PAIR_REL
Y	TRUE	eng-30-01140794-v	fish	eng-30-07775375-n	fish	NEW_PAIR_REL
Y	TRUE	eng-30-01319346-v	fish	eng-30-02512053-n	fish	NEW_PAIR_REL
Y	FALSE	eng-30-01140794-v	fish	eng-30-03350880-n	fishery	NEW_PAIR_REL
Y	FALSE	eng-30-01140794-v	fish	eng-30-00454121-n	fishing	NEW_PAIR_REL
Y	FALSE	eng-30-01140794-v	fish	eng-30-00453935-n	fishing	NEW_PAIR_REL
Y	FALSE	eng-30-00456740-v	fit	eng-30-07369604-n	fitting	NEW_PAIR_REL
Y	FALSE	eng-30-02659763-v	fit	eng-30-00795008-n	fitting	NEW_PAIR_REL
Y	FALSE	eng-30-02339413-v	fit	eng-30-02730568-n	fitting	NEW_PAIR_REL
Y	FALSE	eng-30-00300537-v	fit	eng-30-07369604-n	fitting	NEW_PAIR_REL
Y	FALSE	eng-30-00407458-v	fix	eng-30-00276342-n	fixation	NEW_PAIR_REL
Y	FALSE	eng-30-00260648-v	fix	eng-30-00266806-n	fixing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00486998-v	fix	eng-30-00276342-n	fixing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01340439-v	fix	eng-30-03323703-n	fixing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00407458-v	fix	eng-30-00276342-n	fixing	NEW_PAIR_REL
Y	FALSE	eng-30-00061595-v	fix	eng-30-00692506-n	fixing	NEW_PAIR_REL
Y	FALSE	eng-30-01340439-v	fix	eng-30-04777098-n	fixity	NEW_PAIR_REL
Y	FALSE	eng-30-01340439-v	fix	eng-30-04777098-n	fixture	NEW_PAIR_REL
Y	FALSE	eng-30-01340439-v	fix	eng-30-03354613-n	fixture	NEW_PAIR_REL
Y	TRUE	eng-30-00519363-v	fizz	eng-30-07919310-n	fizz	NEW_PAIR_REL
Y	FALSE	eng-30-01398443-v	flagellate	eng-30-10094444-n	flagellant	NEW_PAIR_REL
Y	FALSE	eng-30-01398443-v	flagellate	eng-30-10094320-n	flagellant	NEW_PAIR_REL
Y	FALSE	eng-30-00880227-v	flatter	eng-30-06695579-n	flattery	NEW_PAIR_REL
Y	FALSE	eng-30-02075462-v	flee	eng-30-10115082-n	fleer	NEW_PAIR_REL
Y	TRUE	eng-30-00029518-v	fleer	eng-30-06716117-n	fleer	NEW_PAIR_REL
Y	FALSE	eng-30-01280488-v	flex	eng-30-14035909-n	flection	NEW_PAIR_REL
Y	FALSE	eng-30-02035919-v	flex	eng-30-00405360-n	flexion	NEW_PAIR_REL
Y	FALSE	eng-30-01280488-v	flex	eng-30-00405360-n	flexion	NEW_PAIR_REL
Y	FALSE	eng-30-01280488-v	flex	eng-30-14035909-n	flexion	NEW_PAIR_REL
Y	FALSE	eng-30-01280488-v	flex	eng-30-00405360-n	flexure	NEW_PAIR_REL
Y	FALSE	eng-30-02035919-v	flex	eng-30-00405360-n	flexure	NEW_PAIR_REL
Y	FALSE	eng-30-01280488-v	flex	eng-30-14035909-n	flexure	NEW_PAIR_REL
Y	TRUE	eng-30-02575723-v	flim-flam	eng-30-00779248-n	flimflam	NEW_PAIR_REL
YES	TRUE	eng-30-01037910-v	flirt	eng-30-09965134-n	flirt	MS
YES	TRUE	eng-30-01037910-v	flirt	eng-30-00512522-n	flirt	MS
Y	TRUE	eng-30-02437465-v	flirt	eng-30-00512522-n	flirt	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01904293-v	float	eng-30-00443231-n	floating	NEW_PAIR_REL
Y	FALSE	eng-30-01412204-v	flog	eng-30-01163047-n	flogging	NEW_PAIR_REL
Y	FALSE	eng-30-01411085-v	flog	eng-30-01163047-n	flogging	NEW_PAIR_REL
YES	TRUE	eng-30-01524523-v	flood	eng-30-11454591-n	flood	MS
YES	TRUE	eng-30-00452220-v	flood	eng-30-11454591-n	flood	MS
YES	TRUE	eng-30-01524523-v	flood	eng-30-01257542-n	flood	MS
YES	TRUE	eng-30-00452220-v	flood	eng-30-01257542-n	flood	MS
YES	TRUE	eng-30-00217152-v	flood	eng-30-11454591-n	flood	MS
YES	TRUE	eng-30-02356704-v	flood	eng-30-13775706-n	flood	MS
Y	TRUE	eng-30-01524523-v	flood	eng-30-13775706-n	flood	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01524523-v	flood	eng-30-00702418-n	flooding	NEW_PAIR_REL
Y	TRUE	eng-30-01412346-v	floor	eng-30-09282208-n	floor	NEW_PAIR_REL
YES	TRUE	eng-30-02066939-v	flow	eng-30-15277730-n	flow	MS
YES	TRUE	eng-30-02743727-v	flow	eng-30-13482330-n	flow	MS
YES	TRUE	eng-30-02743727-v	flow	eng-30-07405893-n	flow	MS
YES	TRUE	eng-30-02067689-v	flow	eng-30-13482330-n	flow	MS
YES	TRUE	eng-30-02066510-v	flow	eng-30-14005892-n	flow	MS
YES	TRUE	eng-30-02067689-v	flow	eng-30-07405893-n	flow	MS
YES	TRUE	eng-30-02743727-v	flow	eng-30-00329227-n	flow	MS
YES	TRUE	eng-30-02066939-v	flow	eng-30-07405893-n	flow	MS
YES	TRUE	eng-30-02066510-v	flow	eng-30-00329227-n	flow	MS
YES	TRUE	eng-30-02067689-v	flow	eng-30-00329227-n	flow	MS
YES	TRUE	eng-30-02066939-v	flow	eng-30-00329227-n	flow	MS
YES	TRUE	eng-30-00062203-v	flow	eng-30-13513747-n	flow	MS
YES	TRUE	eng-30-02067689-v	flow	eng-30-15277730-n	flow	MS
Y	TRUE	eng-30-02743727-v	flow	eng-30-15277730-n	flow	NEW_PAIR_REL
Y	FALSE	eng-30-00217427-v	flow	eng-30-01257542-n	flowage	NEW_PAIR_REL
Y	FALSE	eng-30-00217427-v	flow	eng-30-09282534-n	flowage	NEW_PAIR_REL
Y	FALSE	eng-30-00294245-v	flower	eng-30-13439570-n	flowering	NEW_PAIR_REL
YES	FALSE	eng-30-01876907-v	fluctuate	eng-30-07337390-n	fluctuation	MS
YES	FALSE	eng-30-01876907-v	fluctuate	eng-30-07346057-n	fluctuation	MS
YES	FALSE	eng-30-01877204-v	fluctuate	eng-30-07346057-n	fluctuation	MS
YES	FALSE	eng-30-00270699-v	fluctuate	eng-30-04770911-n	fluctuation	MS
Y	FALSE	eng-30-01876907-v	fluctuate	eng-30-04770911-n	fluctuation	NEW_PAIR_REL
Y	TRUE	eng-30-02523521-v	flunk	eng-30-00066901-n	flunk	NEW_PAIR_REL
Y	FALSE	eng-30-00186161-v	fluoridate	eng-30-14871601-n	fluoride	NEW_PAIR_REL
Y	FALSE	eng-30-00186161-v	fluoridise	eng-30-14871601-n	fluoride	NEW_PAIR_REL
Y	TRUE	eng-30-01878719-v	flutter	eng-30-07439284-n	flutter	NEW_PAIR_REL
Y	FALSE	eng-30-01878719-v	flutter	eng-30-07439284-n	fluttering	NEW_PAIR_REL
Y	TRUE	eng-30-00394813-v	flux	eng-30-14860102-n	flux	NEW_PAIR_REL
Y	TRUE	eng-30-01940403-v	fly	eng-30-02190166-n	fly	NEW_PAIR_REL
Y	FALSE	eng-30-01847845-v	fly	eng-30-00302394-n	flying	NEW_PAIR_REL
Y	FALSE	eng-30-01941093-v	fly	eng-30-00302394-n	flying	NEW_PAIR_REL
Y	FALSE	eng-30-01840238-v	fly	eng-30-00302394-n	flying	NEW_PAIR_REL
Y	FALSE	eng-30-01451842-v	fly	eng-30-00302394-n	flying	NEW_PAIR_REL
Y	FALSE	eng-30-01940403-v	fly	eng-30-00302394-n	flying	NEW_PAIR_REL
Y	FALSE	eng-30-00731789-v	focus	eng-30-00375625-n	focusing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00314272-v	focus	eng-30-00375625-n	focusing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00314782-v	focus	eng-30-00375625-n	focusing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00722232-v	focus	eng-30-05704694-n	focusing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00731789-v	focus	eng-30-05704694-n	focusing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02161922-v	focus	eng-30-00375625-n	focusing	NEW_PAIR_REL
YES	TRUE	eng-30-01277974-v	fold	eng-30-00406612-n	fold	MS
YES	TRUE	eng-30-00564695-v	fold	eng-30-00406612-n	fold	MS
YES	TRUE	eng-30-01277974-v	fold	eng-30-13907415-n	fold	MS
Y	TRUE	eng-30-01345877-v	fold	eng-30-03376159-n	fold	NEW_PAIR_REL
Y	FALSE	eng-30-02346895-v	follow	eng-30-08223263-n	followers	NEW_PAIR_REL
Y	FALSE	eng-30-02600255-v	follow	eng-30-08223263-n	followers	NEW_PAIR_REL
Y	FALSE	eng-30-02600255-v	follow	eng-30-08223263-n	following	NEW_PAIR_REL
Y	FALSE	eng-30-02000868-v	follow	eng-30-00319939-n	following	NEW_PAIR_REL
Y	FALSE	eng-30-02346895-v	follow	eng-30-08223263-n	following	NEW_PAIR_REL
Y	FALSE	eng-30-01998432-v	follow	eng-30-00319939-n	following	NEW_PAIR_REL
Y	FALSE	eng-30-01226215-v	fondle	eng-30-00854000-n	fondling	NEW_PAIR_REL
Y	FALSE	eng-30-00854150-v	fool	eng-30-00512843-n	foolery	NEW_PAIR_REL
Y	TRUE	eng-30-01906322-v	foot	eng-30-05563266-n	foot	NEW_PAIR_REL
Y	TRUE	eng-30-01177699-v	forage	eng-30-07801091-n	forage	NEW_PAIR_REL
Y	FALSE	eng-30-00917772-v	forebode	eng-30-07522128-n	foreboding	NEW_PAIR_REL
Y	FALSE	eng-30-00917772-v	forebode	eng-30-07286905-n	foreboding	NEW_PAIR_REL
Y	FALSE	eng-30-00926472-v	forecast	eng-30-06748969-n	forecasting	NEW_PAIR_REL
Y	FALSE	eng-30-00871942-v	foreshadow	eng-30-05776015-n	foreshadowing	NEW_PAIR_REL
Y	TRUE	eng-30-01567888-v	forest	eng-30-08438533-n	forest	NEW_PAIR_REL
Y	FALSE	eng-30-01567888-v	forest	eng-30-06071934-n	forestry	NEW_PAIR_REL
Y	FALSE	eng-30-02565491-v	forestall	eng-30-01079042-n	forestalling	NEW_PAIR_REL
Y	FALSE	eng-30-00870942-v	forewarn	eng-30-07225450-n	forewarning	NEW_PAIR_REL
Y	FALSE	eng-30-02303331-v	forfeit	eng-30-13300922-n	forfeiture	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02303331-v	forfeit	eng-30-00205891-n	forfeiture	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02303331-v	forfeit	eng-30-13301174-n	forfeiture	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01654271-v	forge	eng-30-00768921-n	forgery	NEW_PAIR_REL
Y	FALSE	eng-30-01675245-v	forge	eng-30-00925622-n	forging	NEW_PAIR_REL
YES	TRUE	eng-30-00328802-v	fork	eng-30-00388392-n	fork	MS
YES	TRUE	eng-30-01579340-v	fork	eng-30-03384167-n	fork	MS
YES	TRUE	eng-30-00141914-v	fork	eng-30-13914265-n	fork	MS
Y	TRUE	eng-30-00141914-v	fork	eng-30-03383948-n	fork	NEW_PAIR_REL
Y	FALSE	eng-30-00328802-v	fork	eng-30-00388392-n	forking	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00328802-v	fork	eng-30-13886724-n	forking	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-01659248-v	form	eng-30-03384535-n	form	MS
YES	TRUE	eng-30-00142191-v	form	eng-30-03384535-n	form	MS
YES	TRUE	eng-30-02621395-v	form	eng-30-07092356-n	form	MS
YES	TRUE	eng-30-00142191-v	form	eng-30-05930736-n	form	MS
Y	TRUE	eng-30-00142191-v	form	eng-30-04677514-n	form	NEW_LIT_PAIR_KNOWN_REL
Y	TRUE	eng-30-00142191-v	form	eng-30-05064037-n	form	NEW_LIT_PAIR_KNOWN_REL
Y	TRUE	eng-30-01659248-v	form	eng-30-04677514-n	form	NEW_PAIR_REL
Y	TRUE	eng-30-01745141-v	format	eng-30-06636806-n	format	NEW_PAIR_REL
Y	FALSE	eng-30-01745141-v	format	eng-30-06636806-n	formatting	NEW_PAIR_REL
Y	FALSE	eng-30-01633173-v	formulate	eng-30-05846932-n	formula	NEW_PAIR_REL
Y	FALSE	eng-30-01633173-v	formulate	eng-30-06788785-n	formula	NEW_PAIR_REL
Y	FALSE	eng-30-01632411-v	formulate	eng-30-06732013-n	formula	NEW_PAIR_REL
Y	FALSE	eng-30-00614057-v	forsake	eng-30-00205543-n	forsaking	NEW_PAIR_REL
Y	FALSE	eng-30-00798717-v	forswear	eng-30-00205079-n	forswearing	NEW_PAIR_REL
YES	TRUE	eng-30-01606205-v	fort	eng-30-03386011-n	fort	MS
Y	TRUE	eng-30-01606205-v	fort	eng-30-03420559-n	fort	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-02023992-v	fort	eng-30-03386011-n	fort	MS
YES	TRUE	eng-30-02023992-v	fort	eng-30-03420559-n	fort	MS
YES	TRUE	eng-30-01155421-v	fort	eng-30-03386011-n	fort	MS
YES	TRUE	eng-30-01155421-v	fort	eng-30-03420559-n	fort	MS
Y	FALSE	eng-30-01606205-v	fort	eng-30-03386011-n	fortress	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01155421-v	fort	eng-30-03386011-n	fortress	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01955508-v	forward	eng-30-00121645-n	forwarding	NEW_PAIR_REL
Y	FALSE	eng-30-00507664-v	fossilise	eng-30-09284589-n	fossil	NEW_PAIR_REL
Y	FALSE	eng-30-02554422-v	foster	eng-30-01129532-n	fosterage	NEW_PAIR_REL
Y	FALSE	eng-30-02554422-v	foster	eng-30-07252206-n	fosterage	NEW_PAIR_REL
Y	FALSE	eng-30-00908351-v	foster	eng-30-07252206-n	fosterage	NEW_PAIR_REL
Y	FALSE	eng-30-02554422-v	foster	eng-30-01129532-n	fostering	NEW_PAIR_REL
Y	FALSE	eng-30-02554422-v	foster	eng-30-07252206-n	fostering	NEW_PAIR_REL
Y	FALSE	eng-30-00908351-v	foster	eng-30-07252206-n	fostering	NEW_PAIR_REL
YES	FALSE	eng-30-01647229-v	found	eng-30-00240184-n	foundation	MS
YES	FALSE	eng-30-00636888-v	found	eng-30-05793554-n	foundation	MS
YES	FALSE	eng-30-02427103-v	found	eng-30-08406486-n	foundation	MS
YES	FALSE	eng-30-00636888-v	found	eng-30-13790712-n	foundation	MS
Y	FALSE	eng-30-02427103-v	found	eng-30-00240184-n	foundation	NEW_PAIR_REL
Y	FALSE	eng-30-02427103-v	found	eng-30-00240184-n	founding	NEW_PAIR_REL
Y	FALSE	eng-30-01990168-v	founder	eng-30-07364573-n	foundering	NEW_PAIR_REL
Y	TRUE	eng-30-00510234-v	fox	eng-30-14764910-n	fox	NEW_PAIR_REL
Y	TRUE	eng-30-01586850-v	frame	eng-30-03390983-n	frame	NEW_PAIR_REL
Y	TRUE	eng-30-02711835-v	frame	eng-30-03390983-n	frame	NEW_PAIR_REL
Y	FALSE	eng-30-00706804-v	frame	eng-30-00941451-n	framing	NEW_PAIR_REL
Y	FALSE	eng-30-02711835-v	frame	eng-30-03390983-n	framing	NEW_PAIR_REL
Y	FALSE	eng-30-01586850-v	frame	eng-30-03390983-n	framing	NEW_PAIR_REL
Y	TRUE	eng-30-00510116-v	freckle	eng-30-05245192-n	freckle	NEW_PAIR_REL
Y	FALSE	eng-30-02422026-v	free	eng-30-00095502-n	freeing	NEW_PAIR_REL
Y	TRUE	eng-30-02576110-v	freelance	eng-30-10110421-n	freelance	NEW_PAIR_REL
Y	FALSE	eng-30-02576110-v	freelance	eng-30-10110421-n	freelancer	NEW_PAIR_REL
YES	TRUE	eng-30-02758826-v	freeze	eng-30-11440521-n	freeze	MS
YES	TRUE	eng-30-00363493-v	freeze	eng-30-01063697-n	freeze	MS
YES	TRUE	eng-30-00078138-v	freeze	eng-30-11440521-n	freeze	MS
YES	TRUE	eng-30-00374135-v	freeze	eng-30-13484644-n	freeze	MS
YES	TRUE	eng-30-00375865-v	freeze	eng-30-13484644-n	freeze	MS
YES	TRUE	eng-30-00269423-v	freeze	eng-30-00808767-n	freeze	MS
Y	TRUE	eng-30-02758826-v	freeze	eng-30-13484644-n	freeze	NEW_PAIR_REL
Y	TRUE	eng-30-00445711-v	freeze	eng-30-13484644-n	freeze	NEW_PAIR_REL
Y	FALSE	eng-30-00445711-v	freeze	eng-30-13484644-n	freezing	NEW_PAIR_REL
Y	FALSE	eng-30-02758826-v	freeze	eng-30-13484644-n	freezing	NEW_PAIR_REL
YES	TRUE	eng-30-01951276-v	freight	eng-30-01106272-n	freight	MS
YES	TRUE	eng-30-01489161-v	freight	eng-30-02964389-n	freight	MS
Y	TRUE	eng-30-01951276-v	freight	eng-30-13326198-n	freight	NEW_PAIR_REL
Y	TRUE	eng-30-01489161-v	freight	eng-30-01106272-n	freight	NEW_PAIR_REL
Y	TRUE	eng-30-01489161-v	freight	eng-30-13326198-n	freight	NEW_PAIR_REL
Y	FALSE	eng-30-01489161-v	freight	eng-30-01106272-n	freightage	NEW_PAIR_REL
Y	FALSE	eng-30-01489161-v	freight	eng-30-13326198-n	freightage	NEW_PAIR_REL
Y	FALSE	eng-30-01951276-v	freight	eng-30-13326198-n	freightage	NEW_PAIR_REL
Y	FALSE	eng-30-00410817-v	Frenchify	eng-30-09732903-n	French	NEW_PAIR_REL
Y	FALSE	eng-30-00410649-v	Frenchify	eng-30-09732903-n	French	NEW_PAIR_REL
Y	FALSE	eng-30-01779165-v	frighten	eng-30-01222666-n	frightening	NEW_PAIR_REL
Y	TRUE	eng-30-01382818-v	frog	eng-30-01639765-n	frog	NEW_PAIR_REL
Y	FALSE	eng-30-02693319-v	front	eng-30-13827943-n	frontage	NEW_PAIR_REL
Y	FALSE	eng-30-01652731-v	fruit	eng-30-13086753-n	fruitage	NEW_PAIR_REL
Y	FALSE	eng-30-01652895-v	fruit	eng-30-13086753-n	fruitage	NEW_PAIR_REL
Y	FALSE	eng-30-00325328-v	fry	eng-30-00246940-n	frying	NEW_PAIR_REL
Y	FALSE	eng-30-02338386-v	fuel	eng-30-01059719-n	fueling	NEW_PAIR_REL
Y	FALSE	eng-30-02237024-v	fuel	eng-30-01059719-n	fueling	NEW_PAIR_REL
Y	FALSE	eng-30-02671880-v	fulfil	eng-30-00062451-n	fulfillment	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01640855-v	fulfil	eng-30-00062451-n	fulfillment	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01183573-v	fulfil	eng-30-07532112-n	fulfillment	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-02671880-v	fulfill	eng-30-00062451-n	fulfillment	MS
Y	FALSE	eng-30-01640855-v	fulfill	eng-30-00062451-n	fulfillment	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-01183573-v	fulfill	eng-30-07532112-n	fulfillment	MS
Y	FALSE	eng-30-01640855-v	fulfill	eng-30-00062451-n	fulfilment	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02671880-v	fulfill	eng-30-00062451-n	fulfilment	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01183573-v	fulfill	eng-30-07532112-n	fulfilment	NEW_LIT_PAIR_KNOWN_REL
Y	TRUE	eng-30-01076250-v	fullback	eng-30-10115430-n	fullback	NEW_PAIR_REL
Y	TRUE	eng-30-02127100-v	fume	eng-30-11508092-n	fume	NEW_PAIR_REL
Y	FALSE	eng-30-02127100-v	fumigate	eng-30-14876206-n	fumigant	NEW_PAIR_REL
Y	FALSE	eng-30-02127100-v	fumigate	eng-30-10115840-n	fumigator	NEW_PAIR_REL
Y	FALSE	eng-30-02127100-v	fumigate	eng-30-03402785-n	fumigator	NEW_PAIR_REL
Y	FALSE	eng-30-01096497-v	function	eng-30-10372373-n	functionary	NEW_PAIR_REL
Y	FALSE	eng-30-02215506-v	fund	eng-30-01099109-n	funding	NEW_PAIR_REL
Y	FALSE	eng-30-02215506-v	fund	eng-30-13365698-n	funding	NEW_PAIR_REL
Y	FALSE	eng-30-02336483-v	furnish	eng-30-03405265-n	furnishing	NEW_PAIR_REL
YES	FALSE	eng-30-00394813-v	fuse	eng-30-00380568-n	fusion	MS
YES	FALSE	eng-30-00394813-v	fuse	eng-30-07373602-n	fusion	MS
YES	FALSE	eng-30-00396997-v	fuse	eng-30-00380568-n	fusion	MS
Y	FALSE	eng-30-00394813-v	fuse	eng-30-14418662-n	fusion	NEW_LIT_PAIR_KNOWN_REL
Y	TRUE	eng-30-01056780-v	gaggle	eng-30-07992116-n	gaggle	NEW_PAIR_REL
Y	FALSE	eng-30-01266895-v	galvanise	eng-30-10118382-n	galvaniser	NEW_PAIR_REL
Y	TRUE	eng-30-01138523-v	gamble	eng-30-13342987-n	gamble	NEW_PAIR_REL
Y	FALSE	eng-30-01138523-v	gamble	eng-30-00430140-n	gambling	NEW_PAIR_REL
Y	FALSE	eng-30-01139104-v	game	eng-30-00430140-n	gaming	NEW_PAIR_REL
Y	TRUE	eng-30-01089737-v	gang	eng-30-08273843-n	gang	NEW_PAIR_REL
Y	TRUE	eng-30-00097394-v	gangrene	eng-30-11486708-n	gangrene	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00097394-v	gangrene	eng-30-14313440-n	gangrene	MS
Y	TRUE	eng-30-01740969-v	garden	eng-30-08439808-n	garden	NEW_PAIR_REL
Y	FALSE	eng-30-01740969-v	garden	eng-30-00918383-n	gardening	NEW_PAIR_REL
Y	FALSE	eng-30-01125373-v	gas	eng-30-00224936-n	gassing	NEW_PAIR_REL
Y	FALSE	eng-30-00442267-v	gasify	eng-30-14686913-n	gas	NEW_PAIR_REL
YES	TRUE	eng-30-01380638-v	gather	eng-30-01014990-n	gather	MS
YES	TRUE	eng-30-01316619-v	gather	eng-30-01014990-n	gather	MS
YES	TRUE	eng-30-01330822-v	gather	eng-30-03428805-n	gather	MS
Y	TRUE	eng-30-00158804-v	gather	eng-30-01014990-n	gather	NEW_PAIR_REL
Y	FALSE	eng-30-01316619-v	gather	eng-30-01014990-n	gathering	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01380638-v	gather	eng-30-01014990-n	gathering	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01330822-v	gather	eng-30-03428805-n	gathering	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02428924-v	gather	eng-30-01229938-n	gathering	NEW_PAIR_REL
Y	FALSE	eng-30-02598143-v	gather	eng-30-07975026-n	gathering	NEW_PAIR_REL
Y	FALSE	eng-30-00158804-v	gather	eng-30-01014990-n	gathering	NEW_PAIR_REL
Y	FALSE	eng-30-02428924-v	gather	eng-30-07975026-n	gathering	NEW_PAIR_REL
Y	FALSE	eng-30-02598143-v	gather	eng-30-01229938-n	gathering	NEW_PAIR_REL
Y	TRUE	eng-30-01746604-v	gazette	eng-30-06267655-n	gazette	NEW_PAIR_REL
Y	FALSE	eng-30-00565279-v	gelatinise	eng-30-14730553-n	gelatin	NEW_PAIR_REL
Y	FALSE	eng-30-00565081-v	gelatinise	eng-30-14730553-n	gelatin	NEW_PAIR_REL
Y	FALSE	eng-30-00565081-v	gelatinise	eng-30-14730553-n	gelatine	NEW_PAIR_REL
Y	FALSE	eng-30-00565279-v	gelatinise	eng-30-14730553-n	gelatine	NEW_PAIR_REL
Y	FALSE	eng-30-00565481-v	gelatinize	eng-30-14730553-n	gelatin	NEW_PAIR_REL
Y	FALSE	eng-30-00565481-v	gelatinize	eng-30-14730553-n	gelatine	NEW_PAIR_REL
